AR,1,Rochy RD,Myke Towers,Nicki Nicole
AR,2,Kali Uchis
AR,3,Rhino,Manzana
AR,4,ElyOtto
AR,5,Los Legendarios,Wisin,Jhay Cortez
AR,6,Leat'eq
AR,7,Masked Wolf
AR,8,kostromin
AR,9,Bandido
AR,10,Marconi Union
AR,11,Nathan Evans,220 KID,Billen Ted
AR,12,Selena Gomez,Rauw Alejandro
AR,13,Luigy Boy,La Florezta
AR,14,Dirty Heads
AR,15,Luam
AR,16,Duncan Laurence
AR,17,Papu DJ,L-Gante
AR,18,Falke 912
AR,19,Pascal Letoublon
AR,20,Kardinal Offishall,Akon
AR,21,C. Tangana,Toquinho
AR,22,CNCO
AR,23,L-Gante,El Mas Ladron,DT.Bilardo
AR,24,Olivia Rodrigo
AR,25,ATB,Topic,A7S
AR,26,Louis Tomlinson
AR,27,Nathy Peluso
AR,28,Milly,Farruko,Nio Garcia,Jay Wheeler,Amenazzy
AR,29,Giveon
AR,30,Destiny Rogers
AR,31,LA YOUNG
AR,32,Jowell & Randy
AR,33,Leyla Blue
AR,34,Akim,Dalex,Beéle,Boza
AR,35,Kaleb Di Masi,L-Gante,DT.Bilardo,Bruno LC
AR,36,Los Legendarios,Wisin,Chencho Corleone
AR,37,Myke Towers,Juhn
AR,38,Kim Dracula
AR,39,L-Gante,Homer El Mero Mero,DT.Bilardo
AR,40,Nicky Jam,Romeo Santos
AR,41,CNCO
AR,42,La K'onga
AR,43,KD One
AR,44,Perro Primo,DT.Bilardo,BRIANMIX
AR,45,Eyedress
AR,46,KALEO
AR,47,C. Tangana,Niño de Elche,La Húngara
AR,48,Evaluna Montaner
AR,49,347aidan
AR,50,Boney M.
BO,1,Kali Uchis
BO,2,Rochy RD,Myke Towers,Nicki Nicole
BO,3,Los Legendarios,Wisin,Jhay Cortez
BO,4,El David
BO,5,Masked Wolf
BO,6,Selena Gomez,Rauw Alejandro
BO,7,Humbe
BO,8,Raí Saia Rodada
BO,9,LA YOUNG
BO,10,Leat'eq
BO,11,Akim,Dalex,Beéle,Boza
BO,12,Giveon
BO,13,Duncan Laurence
BO,14,Leyla Blue
BO,15,Papu DJ,L-Gante
BO,16,Dirty Heads
BO,17,Milly,Farruko,Nio Garcia,Jay Wheeler,Amenazzy
BO,18,The Nino,Jocas,ElChinoRB,ElCanelilla
BO,19,CNCO
BO,20,Mora,Lunay
BO,21,ElyOtto
BO,22,Myke Towers,Juhn
BO,23,vf7,Jay Wheeler
BO,24,Olivia Rodrigo
BO,25,Nicky Jam,Romeo Santos
BO,26,Kim Dracula
BO,27,ATB,Topic,A7S
BO,28,Alejandro Santamaria,Yera
BO,29,Doja Cat
BO,30,DJ Ivis,Tarcísio do Acordeon
BO,31,Ludovico Einaudi,Daniel Hope,I Virtuosi Italiani
BO,32,Sech
BO,33,CNCO
BO,34,Mother Mother
BO,35,Nathan Evans,220 KID,Billen Ted
BO,36,The Weeknd
BO,37,Rusherking,Tiago PZK,Big One
BO,38,Daft Punk,Julian Casablancas
BO,39,Evaluna Montaner
BO,40,Bad Bunny,ROSALÍA
BO,41,Marconi Union
BO,42,CRZ
BO,43,Darho
BO,44,Matias Juarez,Trapzongo
BO,45,kostromin
BO,46,Issam Alnajjar
